chunk_id,arquivo,titulo,fonte,categoria,subcategoria,ano,vigencia,tipo_documento,tema_principal,pagina_inicio,pagina_fim,chunk_numero_na_pagina,texto_chunk,tokens
chunk_00124,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,57,57,1,"transmissão e subestações, prejudicando a estabilidade e ocupando espaço 
nos sistemas elétricos. 
Com o aumento da corrente circulante, crescem as perdas na forma de calor, 
uma vez que elas são proporcionais ao quadrado da corrente total circulante. 
Desta forma, como o baixo fator de potência provoca o aumento da corrente, 
estabelece-se uma relação com aumento das perdas provocado pela elevação 
da temperatura nos condutores e equipamentos. Este aumento da corrente 
provoca uma queda na tensão, podendo provocar sobrecargas em elementos 
da rede de distribuição, levando até em alguns casos a interrupções no 
fornecimento da energia. Nas instalações consumidoras, as quedas de tensão 
podem provocar diminuição da intensidade luminosa das lâmpadas e um 
aumento nas correntes dos motores. 
Para a correção do fator de potência são utilizados grupos de capacitores. Sua 
instalação representa uma fonte geradora de energia reativa localizada, 
suprindo parte da demanda de potência reativa requerida pelos equipamentos 
que possuem bobinas, tais como motores de indução, reatores, 
transformadores etc. 
No Brasil, a Agência Nacional de Energia Elétrica - Aneel estabelece que o fator 
de potência, para as unidades consumidoras dos grupos A e B, deve ser 
superior a 0,92 capacitivo durante 6 horas consecutivas, compreendida, a 
critério da distribuibora, entre 23 h 30 min e 06 h 30 min, e 0,92 indutivo 
durante as outras 18 horas do dia. Esse limite é determinado pelo Artigo nº 95 
da Resolução Normativa da Aneel nº 414 de 09 de setembro de 2010. Aos 
montantes de energia elétrica e demanda de potência reativos que excederem 
o limite permitido serão cobrados valores adicionais ao faturamento regular.
Correção do fator de potência: A correção do fator de potência de uma 
instalação pode ser realizada através de capacitores ou de motores síncronos. 
Optando pelo uso de capacitores, estes podem ser fixos ou banco de 
capacitores automático. Quanto à instalação do equipamento, esta pode ser: 
próxima às cargas, no quadro geral de distribuição, na entrada de energia ou 
junto a um grupo de cargas indutivas. 
a.
Instalação de banco de capacitores junto às cargas indutivas
Neste tipo de instalação a circulação da energia reativa fica restrita a estes 
equipamentos. 
Desta forma, o capacitor passa a fornecer a energia reativa necessária ao seu 
funcionamento e eles deixam de solicitá-la da rede. Assim, os reativos são 
gerados somente onde são necessários, melhorando o nível de tensão na 
instalação, diminuindo a carga nos circuitos de alimentação dos equipamentos 
e reduzindo as perdas por aumento de corrente da instalação. Convém",743
chunk_00125,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,58,58,1,"lembrar que a compra de muitos capacitores de pequena potência implica um 
custo mais elevado do que a compra de um capacitor de potência maior. Em 
geral, neste tipo de instalação são usados capacitores fixos. 
b.
Instalação de bancos de capacitores junto ao quadro geral de
distribuição
Os capacitores são colocados no circuito geral da instalação na saída do 
transformador, ou no quadro geral se esta for de baixa tensão. O principal 
ponto crítico deste tipo de solução é que a rede de distribuição interna de 
alimentação dos equipamentos não será aliviada no transporte dos reativos. 
Neste tipo de instalação, podem ser utilizados tanto capacitores fixos quanto 
banco de capacitores automático. 
c.
Instalação de bancos de capacitores na entrada da energia em alta
tensão
Este tipo de solução é o mais utilizado por instalações que possuam uma 
subestação principal e outras secundárias, uma vez que ao corrigir o fator de 
potência pelo lado de alta, os transformadores e toda linha de distribuição 
dentro da unidade consumidora ainda permaneceriam sobrecarregados pela 
utilização da energia reativa. 
d.
Instalação de bancos de capacitores junto a grupos de cargas indutivas
O banco de capacitores é instalado de forma a suprir a necessidade de energia 
reativa de um grupo de equipamentos pertencentes a determinado setor. A 
potência necessária total será menor que no caso da compensação individual, 
além de o custo do capacitor de maior potência também ser mais baixo. Neste 
tipo de instalação, podem ser utilizados tanto capacitores fixos quanto banco 
de capacitores automático. 
A decisão da opção a ser utilizada para a correção do fator de potência 
(capacitores fixos ou banco de capacitores automático) deve levar em conta 
aspectos econômicos e técnicos. 
2.3 Equilíbrio de fases 
A correta divisão dos circuitos de uma instalação elétrica permite que se eliminem 
as perdas por aquecimento em condutores sobrecarregados. Desta forma, 
recomenda-se que a divisão seja feita da forma que as fases possuam cargas 
compatíveis com a capacidade dos condutores e sistemas de proteção e que a 
carga seja distribuída de forma a manter as fases equilibradas.",582
chunk_00126,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,59,59,1,"2.4 Referências 
1.
ABNT NBR 5440:2011 – Transformadores para redes aéreas de
distribuição – Requisitos.
2.
ABNT NBR 5410:2004 – Instalações Elétricas de baixa Tensão.
3.
Resolução Normativa Nº 414, de 9 de setembro de 2010 – Aneel.
4.
Manual de Prédios Eficientes em Energia Elétrica – Eletrobras/Procel e
Ibam – 2002.",124
chunk_00127,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,60,60,1,"3. Ar-condicionado
Este capítulo se destina a fornecer conceitos básicos ao gestor em relação a 
sistemas de ar-condicionado (AC), com respeito às tecnologias disponíveis no 
mercado local, tipologia dos equipamentos, suas aplicabilidades com respeito ao 
porte das instalações, principais componentes de um ciclo frigorífico por 
compressão, conceitos de eficiência dos equipamentos (performance), eficiências 
típicas, carga térmica de uma edificação e requisitos para seu cálculo (parâmetros 
de projeto, programas computacionais, etc.) e normas aplicáveis. Estes conceitos 
fornecerão ao gestor, elementos básicos para avaliar o Diagnóstico Energético e 
seus desdobramentos (economias, Projeto Básico, Projeto Executivo, etc.). 
3.1 Porte dos sistemas e sua aplicabilidade: pequeno/médio 
porte; grande porte 
Uma forma de classificar a instalação de condicionamento de ar é quanto ao seu 
“porte”, ou seja, sua capacidade, que pode ser expressa em Toneladas de 
Refrigeração - TR (1 TR equivale a 12000 BTU/h). 
3.1.1 Instalação de pequeno/médio porte 
Instalações de até 100 TR são consideradas de pequeno ou médio porte. A 
instalação pode consistir no uso de um ou mais condicionadores unitários, tipo 
“janela”, conforme mostrado na figura 3.1, ou do tipo split, conforme 
mostrado na figura 3.2. Pode ainda consistir num sistema um pouco mais 
complexo, 
constituído 
de 
condicionadores 
tipo 
self-
contained (compacto), podendo compor, ou não, rede de dutos para 
distribuição do ar e componentes conexos, conforme mostrado na figura 3.3. 
Figura 3.1 – Condicionador unitário tipo “janela”",465
chunk_00128,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,62,62,1,"Figura 3.3 – Instalação de condicionadores tipo self-contained (condensação a 
água) 
3.1.2 Instalação de médio/grande porte 
Instalações acima de 100 TR podem assumir diversas configurações, mas a 
título de ilustração, vamos apresentar os constituintes de um sistema típico de 
água gelada (expansão indireta), conforme mostrado nas figuras 3.4-A e 3.4-B. 
Torre de
resfriamento
Bomba de água
de condensação
Circuito da torre
de resfriamento
Resfriador
Trocador de calor
Circuito de água
gelada
Bomba de água
gelada
Figura 3.4-A – Sistema de “água gelada” (expansão indireta) – Equipamentos da 
Central de Água Gelada (CAG)",217
chunk_00129,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,63,63,1,"Figura 3.4-B – Sistema típico de Água Gelada (expansão indireta) e climatizador 
tipo fan-coil 
3.2 Ciclo Frigorífico por Compressão 
A evolução do fluido refrigerante, num ciclo fechado, e os principais componentes 
de um ciclo a compressão são mostrados na figura 3.5. 
Figura 3.5 – Ciclo frigorífico por compressão – Principais componentes 
3.3 Parâmetros indicadores da eficiência de equipamentos de 
ar-condicionado: COP, EER, kW/TR 
A eficiência dos equipamentos de ar-condicionado (AC), baseados nos ciclos por 
compressão, pode ser expressa de formas diversas dependendo da fonte dos 
dados (internet, literatura especializada, catálogos de fabricantes, normas 
técnicas). O indicador de eficiência relaciona o consumo de energia elétrica 
necessário para gerar o “frio” requerido (ou vice-versa). Esse indicador serve para 
orientar o projetista ou o consumidor quanto à forma econômica de seleção do 
equipamento.",270
chunk_00130,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,64,64,1,"3.3.1 Coeficiente de Performance (COP) 
Este é um índice importante para avaliar o desempenho (eficiência) de um 
equipamento de climatização/refrigeração (selfs, chillers, etc.). Ele nos dá um 
valor que relaciona a capacidade de remoção de calor de um equipamento 
(potência útil ou Efeito Frigorífico) à potência requerida pelo compressor. Ele é 
adimensional e quanto maior o COP, melhor o rendimento do equipamento. 
Observe-se que é um índice maior que um, sendo dado pela expressão 3.1: 
DEMANDADA
POTÊNCIA
ÚTIL
POTÊNCIA
COP 
(3.1) 
3.3.2 Energy Efficiency Rating – EER (Relação de Eficiência 
Energética) 
Esse é outro parâmetro usado para indicar a eficiência de uma máquina 
frigorífica, relacionando o Efeito Frigorífico (EF) produzido e o trabalho de 
compressão (w) realizado, sendo dado pela expressão 3.2: 
W
h
BTU
w
EF
EER
/


(3.2) 
3.3.3 Eficiência em kW/TR 
Um forma bastante usual de indicar a eficiência de um equipamento 
frigorífico, principalmente de grande porte, é em kW/TR, sendo a TR (Tonelada 
de Refrigeração) equivalente a 12.000 BTU/h. Nesse caso, relaciona-se o 
trabalho de compressão (em kW), com o efeito frigorífico (em TR), sendo dado 
pela expressão 3.3. 
)
(
)
(
/
TR
kW
EF
w
TR
kW


(3.3) 
Existe uma correlação entre o indicador de eficiência EER e a eficiência 
expressa em kW/TR, conforme mostrado nas expressões 3.4 e 3.5: 
TR
kW
COP
53,3

(3.4) 
EER
TR
kW
 
/

(3.5)",523
chunk_00131,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,65,65,1,"3.4 Indicadores de eficiência, aplicação, vantagens e desvantagens/limitações típicas (Tabela 3.1) 
Tabela 3.1 – Indicadores de eficiência, aplicação, vantagens e desvantagens/limitações típicas, por tipologia de equipamentos. 
EFICIÊNCIA 
EQUIPAMENTO 
COP* 
(W/W) 
kW/TR* 
APLICAÇÃO (TAMANHO DA 
INSTALAÇÃO) 
VANTAGENS 
DESVANTAGENS/LIMITAÇÕES 
≥2,82 
≤1,25 
PEQUENA - MÉDIA 
-menor custo inicial (investimento); 
-instalação simples; 
-manutenção: é requerida mão de obra 
menos especializada; 
- relativo controle sobre a temperatura 
de conforto (do ar) nas áreas cobertas; 
-aparelhos “eletrônicos” permitem 
ajuste mais preciso de temperatura; 
-interfere na fachada do prédio; 
-requer ponto de drenagem para bandeja 
de condensado (externa); 
-pouco ou nenhum controle sobre vazão 
de ar de renovação (ventilação), podendo 
ter uso limitado a 36000 BTU/h para área 
delimitada - Ver Norma; 
- maior nível de ruído no ambiente; 
- aparelhos “mecânicos” não permitem 
ajuste preciso de temperatura; 
≥3,2 
≤1,10 
PEQUENA - MÉDIA 
-menor custo inicial (investimento); 
-instalação simples; 
-manutenção: é requerida mão de obra 
menos especializada; 
- relativo controle sobre a temperatura 
de conforto (do ar) nas áreas cobertas; 
-funcionamento silencioso; 
- interfere na fachada do prédio (unidade 
externa); 
- requer ponto de drenagem para 
bandeja de condensado (unidade 
interna); 
- pouco ou nenhum controle sobre vazão 
de ar de renovação (ventilação); 
- pode requerer caixa ventiladora auxiliar 
com filtragem. Ver Norma; 
3,53 
2,71 
1,0 (Cond.-
água) 
1,3 (Cond.-
ar) 
PEQUENA - MÉDIA 
-médio custo inicial (investimento); 
-manutenção: mão de obra 
medianamente especializada; 
-instalação de média complexidade, 
podendo ser instalada no recinto (sem 
dutos) ou em sala de máquinas (com 
dutos para distribuição de ar, 
interferindo durante a obra); 
- requer tomada de ar de ventilação 
(renovação); 
- para condensação a água, requer torre 
de resfriamento (cobertura ou térreo), 
bomba, tubulações, etc. 
- para condensação a ar, requer tomar de 
ar externo; 
Condicionador 
de ar unitário 
tipo “janela” 
(CUJ) 
Condicionador 
de ar tipo split 
Condicionador 
de ar tipo self
@água/ar",744
chunk_00132,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,66,66,1,"EFICIÊNCIA/ 
EQUIPAMENTO 
COP* 
(W/W) 
kW/TR* 
APLICAÇÃO ( TAMANHO DA 
INSTALAÇÃO) 
VANTAGENS 
DESVANTAGENS/LIMITAÇÕES 
6,3 
0,56 
MÉDIA-GRANDE 
- maiores eficiências térmicas com maior 
economia no consumo energético; 
- manutenção: mão de obra bastante 
especializada, porém com baixa 
interferência no ambiente de trabalho 
(atuando na CAG e salas de máquinas 
dos pavimentos). Ver Fig. 6 e 9; 
- condições de conforto (térmico e 
acústico) podendo ser melhor 
controlada; 
- gestão energética e de parâmetros 
exequível por sistema computacional 
-altos custos de investimentos; 
-requer mão de obra altamente 
especializada; 
- sistemas associados complexos para 
distribuição de água e ar (Ver Figs. 6,7,8,9 
e11); 
-instrumentação e controle 
relativamente complexa; 
- requer local para instalação da CAG e 
Salas de máquinas dos fan coils, nos 
pavimentos- Ver Figs. 6,7,8,9 e11; 
- a distribuição de água gelada requer 
“prumada” de tubulação e distribuição 
nos andares. 
3,4 
1,1 
MÉDIA-GRANDE 
- maiores eficiências térmicas com maior 
economia no consumo energético; 
- manutenção: mão de obra bastante 
especializada, porém com baixa 
interferência no ambiente de trabalho 
(atuando na CAG e salas de máquinas 
dos pavimentos)- Ver Fig. 6 e 9; 
- condições de conforto (térmico e 
acústico) podendo ser melhor 
controlada; 
- não requer torre de resfriamento e 
bombas de água de condensação; 
- gestão energética e de parâmetros 
exequível por sistema computacional 
-altos custos de investimentos; 
-requer mão de obra altamente 
especializada; 
- sistemas associados complexos para 
distribuição de água e ar ( Ver Fig. 4B); 
-instrumentação e controle 
relativamente complexos; 
- requer local para instalação da CAG e 
Salas de máquinas dos fan coils, nos 
pavimentos- Ver Fig.6 e 9; 
- a distribuição de água gelada requer 
“prumada” de tubulação e distribuição 
nos andares; 
* Bom lembrar que o índice COP, quanto maior mais eficiente o equipamento e, ao contrário, o índice kW/TR quanto menor mais eficiente é o equipamento.
Os valores de eficiência listados são apenas indicativos (COP e kW/TR). Para projetos, consultar valores do PBE ( Procel/INMETRO) e catálogos de fabricantes. 
**Cabe ressaltar que os valores de “eficiência” dos chillers não podem ser comparados de forma absoluta às instalações com ACJ’s, “Splits”, “selfs”, pois as instalações 
dotadas daqueles, teriam que contabilizar as potências (específicas, isto é, por TR) dos demais componentes do sistema, ou seja: bombas de água gelada e de 
condensação, torres de resfriamento e climatizadores (fan coils). 
Unidade resfriadora 
(chiller) @água** 
Unidade resfriadora 
(chiller) @ar**",869
chunk_00133,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,66,66,2,"contabilizar as potências (específicas, isto é, por TR) dos demais componentes do sistema, ou seja: bombas de água gelada e de 
condensação, torres de resfriamento e climatizadores (fan coils). 
Unidade resfriadora 
(chiller) @água** 
Unidade resfriadora 
(chiller) @ar**",89
chunk_00134,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,67,67,1,"3.5 Parâmetros estabelecidos pelo Procel/Inmetro 
O 
Programa 
Brasileiro 
de 
Etiquetagem 
– 
PBE 
do 
Procel/Inmetro 
( abrange equipamentos de 
climatização de pequeno porte. A classificação Procel/Inmetro, sumarizada nas 
tabelas 3.2a, 3.2b, 3.2c e 3.2d, deverá ser tomada como referência de eficiência 
energética (W/W). Serão, preferencialmente, especificados equipamentos Classe 
A. 
Tabela 3.2a – Coeficiente de eficiência energética - COP 
*COP
Tabela 3.2b – Coeficiente de eficiência energética - COP 
Tabela 3.2c – Coeficiente de eficiência energética - COP",201
chunk_00135,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,68,68,1,"Tabela 3.2d – Coeficiente de eficiência energética - COP 
3.6 Tipologia de Sistemas de ar condicionado – distribuição de 
água e ar – equipamentos – arranjos 
Esse parágrafo dá ao gestor conhecimentos básicos sobre alguns arranjos 
possíveis na instalação de ar-condicionado, no que diz respeito aos seus 
equipamentos e formas de transporte dos fluidos envolvidos na remoção do calor 
(água, ar e refrigerantes em geral). 
Uma maneira de classificar os sistemas de ar-condicionado é quanto à troca de 
calor com o ar ambiente de forma direta ou indireta, o transporte de fluidos 
portadores do calor/frio e arranjos dos principais equipamentos na instalação. 
Uma classificação possível: 
 expansão direta; 
 expansão indireta; 
 “tudo água”; 
 “ar água”; 
 “tudo ar”. 
3.6.1 Sistema de expansão direta 
É assim classificado quando o ar do recinto que deve ser resfriado troca calor 
diretamente com um fluido refrigerante (freon, por exemplo). Em geral, são 
mais aplicados em instalações de capacidades pequenas e médias (ver item 
3.4). 
Geralmente são utilizados: 
 Aparelhos de “janela” (Fig. 3.1); 
 Splits (Fig. 3.2); 
 Selfs (compactos - Fig. 3.3). 
3.6.2 Sistema de expansão indireta 
É assim classificado, quando o ar (do recinto) que deve ser resfriado troca calor 
com a água, que por sua vez irá trocar calor com um fluido refrigerante, de",440
chunk_00136,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,69,69,1,"forma indireta. Estes sistemas são comumente chamados de “sistemas de água 
gelada” e são utilizados, em geral, em instalações de capacidade média a 
grande. 
A água é resfriada num equipamento comumente chamado de chiller, dotado 
de um circuito de refrigeração (ver Fig. 3.4-A e 3.4-B e itens 3.2 e 3.4). 
Os sistemas que utilizam a chamada “expansão indireta” podem por sua vez 
ser, também, reagrupados da seguinte forma: 
 “tudo água”; 
 “ar- água”; 
 “tudo ar”. 
O sistema de expansão indireta é chamado “tudo-água”, quando a água gelada 
(ou quente) é levada para cada recinto (Figura 3.6), onde passa nos 
condicionadores de ar, sendo o ar lançado direto no recinto (sem rede de 
dutos). Estes condicionadores são chamados fan-coils e estão representados 
na figura 3.7. 
Aplicação: prédios de salas onde a passagem de dutos é muito dificultada, de 
custo muito elevado ou grande número de recintos individuais. Como exemplo 
pode-se citar: hotéis, hospitais, escritórios com salas individualizadas, prédios 
de profissionais autônomos (clínicas, consultórios, etc.); 
Figura 3.6 – Distribuição “água- ar” 
 Figura 3.7 – Fan-coil",387
chunk_00137,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,70,70,1,"O sistema de expansão indireta é chamado “ar-água”, quando é distribuída 
tanto a água gelada quanto o ar primário requerido (de renovação) para os 
condicionadores dos recintos, conforme apresentado nas figuras 3.8 e 3.9. 
Aplicação: Prédios com grande número de salas, sendo algumas “internas” 
(longe da fachada do prédio). Como exemplo pode-se citar: escritórios 
coletivos (grandes áreas) que requeiram ar de ventilação (renovação). 
Figura 3.8 – Distribuição de ar 
 Figura 3.9 – Distribuição de água 
 e ar primário 
O sistema de expansão indireta é chamado “tudo ar”, quando o ar é o meio 
direto de remoção de calor dos recintos, sendo distribuído diretamente para 
estes ambientes. Climatizadores “centrais” (por pavimento) distribuem o ar 
através de redes de dutos ao longo de todo um andar. O volume de ar 
fornecido pode ser constante ou variável. No primeiro caso, a temperatura do 
recinto vai ser controlada através da regulagem da vazão de água gelada nos 
fan-coils. No segundo caso, o controle se faz através variação da vazão do ar 
insuflado, e é denominado “volume de ar variável” (VAV). 
Aplicações típicas: 
 Sistema de vazão constante: escritórios com ambientes com cargas 
bastante homogêneas e numa mesma fachada (mesma condição de 
insolação); 
 Sistema de vazão variável (VAV): edificações com ambientes com cargas 
bastante 
heterogêneas 
(ambientes 
com 
diferentes 
aplicações), 
climatizadores que atendem fachadas distintas simultaneamente 
(diferentes condições de insolação), etc. Como exemplo, pode-se citar:",478
chunk_00138,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,71,71,1,"escolas, clínicas médicas, bancos, estúdios de TV e escritórios que podem 
estar situados em ambiente individualizado, ou em fachadas diversas, 
sendo atendidos por um mesmo fan-coil, conforme pode apresentado nas 
figuras 3.10 e 3.11. 
Figura 3.10 – Instalações típicas para aplicar “VAV” 
Figura 3.11 – Controle de vazão por “zona”-“VAV” 
3.7 Noções de carga térmica de uma edificação com vistas ao 
diagnóstico energético, projeto básico e executivo e 
atingimento às exigências de normas 
Neste item são apresentadas informações que permitem que o gestor 
compreenda os elementos do projeto de ar-condicionado e fenômenos térmicos 
que influem no cálculo das cargas térmicas que vão influenciar no 
dimensionamento dos sistemas e equipamentos de climatização da edificação. 
Estes conhecimentos são desejáveis tanto na fase de diagnóstico energético, 
quanto nos projetos básico e executivo. 
Na Figura 3.12 são apresentadas, de forma esquemática, algumas cargas térmicas 
que incidem sobre um ambiente e que vão influenciar em suas condições termo-",309
chunk_00139,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,72,72,1,"higrométricas, isto é, em alterações de temperatura e umidade. Algumas destas 
cargas são de origem externa e outras internas, isto quanto à sua geração. 
Figura 3.12 – Esquema de cargas térmicas internas e externas 
A seguir, são mostrados alguns exemplos das situações ilustradas na Figura 3.12. 
Cargas externas: 
 A radiação solar direta que penetra através das janelas e que irá incidir 
sobre piso e paredes, irradiando em seguida, e aquecendo o ambiente; 
 Ganhos por condução das paredes externas, ou seja, devido ao diferencial 
de temperatura exterior e interior (ambas de projeto, fixadas por Norma); 
 Infiltração de ar externo, através frestas na construção (aberturas, frestas 
em esquadrias de janelas, etc.); 
 Ar de ventilação, isto é, aquela fração de ar introduzida no sistema 
visando à renovação do ar; 
Cargas internas: 
 Transmissão de calor entre áreas internas à edificação e adjacentes, com 
diferenciais de temperaturas (paredes internas, pisos, tetos, etc.); 
 Pessoas - calor dissipado por pessoas, em função da “queima metabólica”, 
que é proporcional à intensidade da atividade desenvolvida (trabalho 
sentado, em movimento, atividades muito intensas, etc.); 
 Iluminação e equipamentos - lâmpadas, reatores, equipamentos que 
dissipem calor, etc.; 
 Perdas por dutos - dutos não isolados ou mal isolados e que passam em 
áreas não condicionadas, gerando um diferencial de temperatura. 
De posse de plantas da edificação, o projetista deverá fazer um levantamento 
detalhado das seguintes condições de projeto: 
 Temperaturas (interna e externa) de projeto fixadas por norma para a 
zona bioclimática;",510
chunk_00140,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,73,73,1," orientação geográfica das fachadas (N, S, L, O, etc.); 
 condições operacionais da instalação (horários, número de pessoas, 
intensidade do trabalho); 
 arranjo físico de pessoas em seus postos de trabalho (layout); 
 distribuição, 
arranjo, 
potências 
e 
quantitativo 
de 
luminárias, 
equipamentos de escritório e outros equipamentos que dissipem calor; 
 especificação dos materiais construtivos da edificação (paredes, lajes, 
vidros, tipos e materiais de esquadrias, elementos de sombreamento, 
portas externas, etc.). 
A escolha do tipo de sistema (tipologia do sistema) que será adotado poderá ser 
feita a priori, antes do cálculo da carga térmica, uma vez que no cálculo 
computacional o grupamento de vários recintos poderá ser feito visando o 
dimensionamento das unidades climatizadoras. 
De posse dos elementos citados acima, e com a utilização de programa 
computacional adequado, o projetista irá efetuar o cálculo da carga térmica de 
cada recinto (ou grupos de recintos) e da edificação como um todo. Após esses 
cálculos, ele estará apto a fazer a seleção dos equipamentos responsáveis pela 
climatização dos ambientes. 
É importante atentar para o fato de que o programa computacional escolhido 
deverá ser um programa de uso corrente, compatível com a metodologia 
desenvolvida pela Association of Heating, Refrigerating and Air Conditioning 
Engineers – ASHRAE, ou de nível equivalente, utilizado por profissionais 
devidamente qualificados e capazes de não só realizar os cálculos, mas interpretar 
resultados e fazer correções quando necessário. 
Do referido cálculo poderemos obter, dentre outros resultados: 
 Cargas térmicas máximas e horárias (ao longo do ano), de cada ambiente, 
grupos destes ou toda a edificação; 
 capacidades térmicas dos equipamentos requeridos por ambientes ou 
grupos destes; 
 vazões de ar insuflado e de renovação por equipamento (ambiente); 
 consumos energéticos (kW∙h) de climatizadores de determinada tipologia 
e eficiência, grupos destes, equipamentos associados ou toda a 
instalação; diferenciais e comparativos de consumos para diferentes 
tecnologias, arranjos e eficiências; 
 despesas com energia elétrica no sistema de climatização.",637
chunk_00141,06_procel_eficiencia_edificios_publicos.pdf,Guia de Eficiência Energética em Edifícios Públicos,PROCEL / Ministério de Minas e Energia,relatorio_tecnico,eficiencia_energetica,2025,vigente,guia técnico,eficiência energética em edificações públicas,74,74,1,"3.8 Normas a serem atendidas em um projeto de sistemas de 
AC 
ABNT NBR 16401-1 - Instalações de ar-condicionado - Sistemas centrais e unitários 
- Parte 1: Projeto da s Instalações; 
ABNT NBR 16401-2 - Instalações de ar-condicionado – Sistemas centrais e 
unitários - Parte 2-Parâmetros de conforto térmico; 
ABNT NBR 16401-3 - Instalações de ar-condicionado – Sistemas centrais e 
unitários- Parte 3-Qualidade do ar interior",147
